0.0,12.0
120.0,12.0
240.0,11.0
360.0,12.0
480.0,12.0
600.0,12.0
720.0,12.0
840.0,10.0
960.0,10.0
1080.0,10.0
1200.0,12.0
1320.0,12.0
1440.0,13.0
1560.0,12.0
1680.0,12.0
1800.0,11.0
1920.0,11.0
2040.0,9.0
2160.0,9.0
2280.0,8.0
2400.0,9.0
2520.0,9.0
2640.0,12.0
2760.0,17.0
2880.0,16.0
3000.0,16.0
3120.0,15.0
3240.0,13.0
3360.0,12.0
3480.0,13.0
3600.0,14.0
3720.0,12.0
3840.0,12.0
3960.0,12.0
4080.0,12.0
4200.0,11.0
4320.0,12.0
4440.0,13.0
4560.0,14.0
4680.0,16.0
4800.0,16.0
4920.0,16.0
5040.0,14.0
5160.0,13.0
5280.0,12.0
5400.0,13.0
5520.0,14.0
5640.0,15.0
5760.0,17.0
5880.0,17.0
6000.0,17.0
6120.0,17.0
6240.0,17.0
6360.0,17.0
6480.0,17.0
6600.0,17.0
6720.0,17.0
6840.0,17.0
6960.0,17.0
7080.0,17.0
7200.0,16.0
7320.0,16.0
7440.0,16.0
7560.0,15.0
7680.0,15.0
7800.0,12.0
7920.0,12.0
8040.0,11.0
8160.0,10.0
8280.0,9.0
8400.0,10.0
8520.0,11.0
8640.0,11.0
8760.0,10.0
8880.0,11.0
9000.0,11.0
9120.0,11.0
9240.0,9.0
9360.0,9.0
9480.0,11.0
9600.0,13.0
9720.0,14.0
9840.0,15.0
9960.0,14.0
10080.0,13.0
10200.0,13.0
10320.0,13.0
10440.0,13.0
10560.0,14.0
10680.0,12.0
10800.0,12.0
10920.0,13.0
11040.0,13.0
11160.0,15.0
11280.0,15.0
11400.0,15.0
11520.0,15.0
11640.0,15.0
11760.0,15.0
11880.0,15.0
12000.0,16.0
12120.0,16.0
12240.0,16.0
12360.0,16.0
12480.0,16.0
12600.0,16.0
12720.0,16.0
12840.0,16.0
12960.0,16.0
13080.0,16.0
13200.0,15.0
13320.0,15.0
13440.0,15.0
13560.0,16.0
13680.0,16.0
13800.0,15.0
13920.0,14.0
14040.0,13.0
14160.0,15.0
14280.0,15.0
14400.0,16.0
14520.0,16.0
14640.0,18.0
14760.0,17.0
14880.0,15.0
15000.0,15.0
15120.0,15.0
15240.0,15.0
15360.0,16.0
15480.0,16.0
15600.0,15.0
15720.0,15.0
15840.0,15.0
15960.0,14.0
16080.0,15.0
16200.0,14.0
16320.0,14.0
16440.0,13.0
16560.0,13.0
16680.0,14.0
16800.0,13.0
16920.0,14.0
17040.0,15.0
17160.0,15.0
17280.0,14.0
17400.0,14.0
17520.0,13.0
17640.0,14.0
17760.0,15.0
17880.0,14.0
18000.0,13.0
18120.0,13.0
18240.0,13.0
18360.0,13.0
18480.0,13.0
18600.0,15.0
18720.0,15.0
18840.0,14.0
18960.0,15.0
19080.0,14.0
19200.0,15.0
19320.0,14.0
19440.0,14.0
19560.0,15.0
19680.0,15.0
19800.0,13.0
19920.0,12.0
20040.0,11.0
20160.0,12.0
20280.0,11.0
20400.0,11.0
20520.0,13.0
20640.0,14.0
20760.0,12.0
20880.0,13.0
21000.0,13.0
21120.0,12.0
21240.0,13.0
21360.0,14.0
21480.0,13.0
21600.0,13.0
21720.0,13.0
21840.0,13.0
21960.0,14.0
22080.0,13.0
22200.0,12.0
22320.0,12.0
22440.0,13.0
22560.0,13.0
22680.0,14.0
22800.0,15.0
22920.0,15.0
23040.0,15.0
23160.0,15.0
23280.0,15.0
23400.0,16.0
23520.0,15.0
23640.0,15.0
23760.0,15.0
23880.0,15.0
24000.0,15.0
24120.0,14.0
24240.0,15.0
24360.0,15.0
24480.0,14.0
24600.0,14.0
24720.0,14.0
24840.0,14.0
24960.0,14.0
25080.0,17.0
25200.0,17.0
25320.0,17.0
25440.0,15.0
25560.0,12.0
25680.0,12.0
25800.0,12.0
25920.0,12.0
26040.0,12.0
26160.0,11.0
26280.0,12.0
26400.0,13.0
26520.0,12.0
26640.0,15.0
26760.0,15.0
26880.0,15.0
27000.0,15.0
27120.0,15.0
27240.0,15.0
27360.0,15.0
27480.0,14.0
27600.0,13.0
27720.0,13.0
27840.0,14.0
27960.0,13.0
28080.0,13.0
28200.0,13.0
28320.0,14.0
28440.0,12.0
28560.0,13.0
28680.0,14.0
28800.0,13.0
28920.0,13.0
29040.0,-1.0
29160.0,-1.0
29280.0,-1.0
29400.0,14.0
29520.0,-1.0
29640.0,-1.0
29760.0,-1.0
29880.0,-1.0
30000.0,-1.0
30120.0,-1.0
30240.0,13.0
30360.0,-1.0
30480.0,-1.0
30600.0,-1.0
30720.0,13.0
30840.0,-1.0
30960.0,12.0
31080.0,-1.0
31200.0,13.0
31320.0,13.0
31440.0,13.0
31560.0,12.0
31680.0,12.0
31800.0,13.0
31920.0,13.0
32040.0,-1.0
32160.0,13.0
32280.0,13.0
32400.0,13.0
32520.0,-1.0
32640.0,-1.0
32760.0,-1.0
32880.0,-1.0
33000.0,13.0
33120.0,12.0
33240.0,13.0
33360.0,12.0
33480.0,-1.0
33600.0,12.0
33720.0,13.0
33840.0,12.0
33960.0,11.0
34080.0,9.0
34200.0,9.0
34320.0,10.0
34440.0,11.0
34560.0,-1.0
34680.0,-1.0
34800.0,-1.0
34920.0,11.0
35040.0,10.0
35160.0,10.0
35280.0,10.0
35400.0,10.0
35520.0,10.0
35640.0,11.0
35760.0,11.0
35880.0,-1.0
36000.0,14.0
36120.0,14.0
36240.0,13.0
36360.0,-1.0
36480.0,13.0
36600.0,13.0
36720.0,12.0
36840.0,12.0
36960.0,12.0
37080.0,12.0
37200.0,12.0
37320.0,12.0
37440.0,12.0
37560.0,13.0
37680.0,13.0
37800.0,13.0
37920.0,13.0
38040.0,13.0
38160.0,13.0
38280.0,12.0
38400.0,12.0
38520.0,12.0
38640.0,12.0
38760.0,13.0
38880.0,12.0
39000.0,12.0
39120.0,13.0
39240.0,13.0
39360.0,13.0
39480.0,13.0
39600.0,13.0
39720.0,13.0
39840.0,12.0
39960.0,12.0
40080.0,12.0
40200.0,13.0
40320.0,13.0
40440.0,13.0
40560.0,13.0
40680.0,-1.0
40800.0,13.0
40920.0,13.0
41040.0,14.0
41160.0,14.0
41280.0,14.0
41400.0,13.0
41520.0,13.0
41640.0,13.0
41760.0,14.0
41880.0,14.0
42000.0,14.0
42120.0,13.0
42240.0,13.0
42360.0,13.0
42480.0,13.0
42600.0,12.0
42720.0,11.0
42840.0,12.0
42960.0,13.0
43080.0,-1.0
43200.0,13.0
43320.0,15.0
43440.0,16.0
43560.0,-1.0
43680.0,-1.0
43800.0,-1.0
43920.0,13.0
44040.0,13.0
44160.0,13.0
44280.0,13.0
44400.0,-1.0
44520.0,-1.0
44640.0,-1.0
44760.0,-1.0
44880.0,14.0
45000.0,-1.0
45120.0,14.0
45240.0,14.0
45360.0,14.0
45480.0,-1.0
45600.0,14.0
45720.0,14.0
45840.0,14.0
45960.0,13.0
46080.0,-1.0
46200.0,-1.0
46320.0,-1.0
46440.0,-1.0
46560.0,13.0
46680.0,13.0
46800.0,13.0
46920.0,14.0
47040.0,15.0
47160.0,14.0
47280.0,13.0
47400.0,14.0
47520.0,14.0
47640.0,14.0
47760.0,14.0
47880.0,15.0
